book_id,title,author,rating,ratings_count,reviews_count,description,genres,pages,format,publication_date,literary_awards,original_title,series,setting,characters,isbn,language																																																																																																																												
78,Annals of the Former World,John McPhee,4.37,4375,353,"The Pulitzer Prize-winning view of the continent, across the fortieth parallel and down through 4.6 billion yearsTwenty years ago, when John McPhee began his journeys back and forth across the United States, he planned to describe a cross section of North America at about the fortieth parallel and, in the process, come to an understanding not only of the science but of the style of the geologists he traveled with. The structure of the book never changed, but its breadth caused him to complete it in stages, under the overall title Annals of the Former World.Like the terrain it covers, Annals of the Former World tells a multilayered tale, and the reader may choose one of many paths through it. As clearly and succinctly written as it is profoundly informed, this is our finest popular survey of geology and a masterpiece of modern nonfiction.Annals of the Former World is the winner of the 1999 Pulitzer Prize for Nonfiction.","Science, Nonfiction, Geology, History, Nature, Natural History, Travel, Geography, Environment, Essays",720,Paperback,"January 06, 1999",Pulitzer Prize,Annals of the Former World,Annals of the Former World,,,9780374518738,English																																																																																																																												
79,Coming Into the Country,John McPhee,4.21,7635,475,"вЂJohn McPhee is celebrated in America and all but unknown in this country. The volume I love most is Coming into the Country, an account of Alaska and the Alaskans. His genius is that he can write about anything.вЂ™ вЂ“ Robert MacfarlaneIn this unforgettable and astutely observed travel account, Pulitzer Prize-winner John McPhee journeys into the wild frontiers and frigid climate of Alaska вЂ“ exploring the diverse terrain of this Northern US state. Travelling by foot and canoe, helicopter and dog team, McPhee traverses total wilderness, urban landscape, and the depths of the bush, drawing a rich and comprehensive history of this vast land and its varied inhabitants.With his keen eye and poetic sensibility at the helm, we paddle with McPhee through the salmon-filled waters of the Brooks Range Rivers, meet a young chief of the Athapaskan tribe, and become well-acquainted with the habits of the barren-ground grizzly bear. We encounter settlers along the way and discover the extraordinary dreams that impel them to survive in one of the most remote regions on Earth.McPhee is an endlessly curious adventurer and Coming into the Country is the work of a master storyteller.вЂIt is a reviewerвЂ™s greatest pleasure to ring the gong for a species of masterpiece.вЂ™ вЂ“ New York Times Book ReviewвЂMcPhee has acted like an antenna in a far-off place that few will see. He has brought back a wholly satisfying voyage of spirit and mind.вЂ™ вЂ“ TimeвЂWith this book McPhee proves to be the most versatile journalist in America.вЂ™ вЂ“ New York Times","Nonfiction, Travel, Nature, History, Science, Adventure, Environment, Memoir, Natural History, Essays",438,Paperback,"April 01, 1991",National Book Critics Circle Award,Coming into the Country,,Alaska,,9780374522872,English																																																																																																																												
80,La Place de la Concorde Suisse,John McPhee,3.9,1085,88,"Anyone who has ever traveled in Switzerland cannot help but to have remarked upon the overwhelming tranquility of the country. But this tranquility is illusory. As John McPhee writes in La Place de la Concorde Suisse, a rich journalistic study of the Swiss Army's role in Swiss society, ""there is scarcely a scene in Switzerland that is not ready to erupt in fire to repel an invasive war."" With a population smaller than New Jersey's, Switzerland has a standing army of 650,000 ready to be mobilized in less than 48 hours. The Swiss Army, known in this country chiefly for its little red pocketknives, is so quietly efficient at the arts of war that the Israelis carefully patterned their own military on the Swiss model. You'll understand why after reading this outstanding book.","Nonfiction, History, Travel, War, Military Fiction, Essays, Military History, Journalism, American, Politics",160,Paperback,"April 01, 1994",,La Place de la Concorde Suisse ,,,,9780374519322,French																																																																																																																												
81,Giving Good Weight,John McPhee,4.25,715,54,"""You people come into the marketвЂ•the Greenmarket, in the open air under the down pouring sunвЂ•and you slit the tomatoes with your fingernails. With your thumbs, you excavate the cheese. You choose your stringbeans one at a time. You pulp the nectarines and rape the sweet corn. You are something wonderful, you areвЂ•people of the cityвЂ•and we, who are almost without exception strangers here, are as absorbed with you as you seem to be with the numbers on our hanging scales."" So opens the title piece in this collection of John McPhee's classic essays, grouped here with four others, including ""Brigade de Cuisine,"" a profile of an artistic and extraordinary chef	 ""The Keel of Lake Dickey,"" in which a journey down the whitewater of a wild river ends in the shadow of a huge projected dam	 a report on plans for the construction of nuclear power plants that would float in the ocean	 and a pinball shoot-out between two prizewinning journalists.","Nonfiction, Essays, Writing, American, Nature, Food, Journalism, Food and Drink, History, Short Stories",272,Paperback,"April 01, 1994",,Giving Good Weight,,,,9780374516000,English																																																																																																																									
82,The Second John McPhee Reader,John McPhee,4.32,260,27,"This second volume of The John McPhee Reader includes material from his eleven books published since 1975, including Coming into the Country, Looking for a Ship, The Control of Nature , and the four books on geology that comprise Annals of the Former World .","Nonfiction, Essays, Science, Audiobook, Environment, Writing, Nature, Anthologies, Short Stories, History",393,Hardcover,"February 28, 1996",,The Second John McPhee Reader,John McPhee Reader,,,9780374256869,English																																																																																																																												
83,Rising from the Plains,John McPhee,4.24,1973,207,"This is about high-country geology and a Rocky Mountain regional geologist. I raise that semaphore here at the start so no one will feel misled by an opening passage in which a slim young woman who is not in any sense a geologist steps down from a train in Rawlins, Wyoming, in order to go north by stagecoach into country that was still very much the Old West. So begins John McPhee's Rising from the Plains. If you like to read about geology, you will find good reading here. If, on the other hand, you are not much engaged by the spatial complexities of the science, you could miss a richness of human history that has its place among the strata described. Sometimes it is said of geologists that they reflect in their professional styles the sort of country in which they grew up. Nowhere could that be more true than in the life of a geologist born in the center of Wyoming and raised on an isolated ranch. This is the story of that ranch, soon after the turn of the century, and of the geologist who grew up there, at home with the composition of the high country in the way that someone growing up in a coastal harbor would be at home with the vagaries of the sea. While Rising from the Plains is a portrayal of extraordinary people, it is also a history of the landscape around them, where, with remarkable rapidity, mountains came up out of the flat terrain. Gradually, the mountains were buried, until only the higher peaks remained above a vast plain. Recently, they have been exhumed, and they stand now as the Rockies. Rising from the Plains is John McPhee's third book on geology and geologists. Following Basin and Range and In Suspect Terrain, it continues to present a cross section of North America along the fortieth parallelвЂ”a series gathering under the overall title Annals of the Former World.Description from the first-edition dust jacket (1986).","Nonfiction, Science, Geology, History, Nature, Natural History, Biography, Travel, Environment, Geography",208,Paperback,"November 01, 1987",Pulitzer Prize,Rising from the Plains,Annals of the Former World,Wyoming,,9780374520656,English																																																																																																																												
84,Heidi,Loretta Krupinski,4.37,27,3,"Krupinski has recreated Spyri's beloved story in a stunning picture book version that's just right for a younger reading audience. Capturing Heidi's unforgettably beautiful alpine world with lavish paintings, Krupinski also breathes new life into the favorite cast of characters, from Heidi's grandfather and Peter the goatherd to sickly Klara and Heidi herself. Full color.","Picture Books, Classics, Historical Fiction, Fiction",32,Hardcover,"August 01, 1996",,,,,,9780060234386,English																																																																																																																												
85,The Heidi Chronicles,Wendy Wasserstein,3.79,2210,134,"Comprised of a series of interrelated scenes, the play traces the coming of age of Heidi Holland, a successful art historian, as she tries to find her bearings in a rapidly changing world. Gradually distancing herself from her friends, she watches them move from the idealism and political radicalism of their college years through militant feminism and, eventually, back to the materialism that they had sought to reject in the first place. Heidi's own path to maturity involves an affair with the glib, arrogant Scoop Rosenbaum, a womanizing lawyer/publisher who eventually marries for money and position	 a deeper but even more troubling relationship with a charming, witty young pediatrician, Peter Patrone, who turns out to be gay	 and increasingly disturbing contacts with the other women, now much changed, who were a part of her childhood and college years. Eventually Heidi comes to accept the fact that liberation can be achieved only if one is true to oneself, with goals that come out of need rather than circumstance. As the play ends she is still ""alone,"" but having adopted an orphaned baby, it is clear that she has begun to find a sense of fulfillment and continuity that may well continue to elude the others of her anxious, self-centered generation.","Plays, Drama, Fiction, Theatre, Feminism, Womens, Classics, School, Read For School, 20th Century",81,Paperback,"January 01, 1998",,The Heidi Chronicles,,,,9780822205104,English																																																																																																																										
86,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,Wendy Wasserstein,3.86,3229,89,"The graduating seniors of a Seven Sisters college, trying to decide whether to pattern themselves after Katharine Hepburn or Emily Dickinson. Two young women besieged by the demands of mothers, lovers, and careersвЂ”not to mention a highly persistent telephone answering machineвЂ”as they struggle to have it all. A brilliant feminist art historian trying to keep her bearings and her sense of humor on the elevator ride from the radical sixties to the heartless eighties. Wendy Wasserstein's characters are so funny, so many-sided, and so real that we seem to know them from their Scene One entrances, though the places they go are invariably surprising. And these three playsвЂ” Uncommon Women and Others , Isn't It Romantic , and the Pulitzer Prize-winning The Heidi Chronicles вЂ”manage to engage us heart, mind, and soul on such a deep and lasting level that they are already recognized as classics of the modern theater.","Plays, Drama, Theatre, Fiction, Feminism, Humor, 20th Century, Book Club, American, College",249,Paperback,"July 02, 1991",Pulitzer Prize,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,,,,9780679734994,English																																																																																																																												
87,Pandering,Heidi Fleiss,3.57,97,12,"In a stunningly candid and courageous memoir, the notorious Hollywood Madam tells her own story for the first time. From a lucrative babysitting empire at the age of 13 to a global network of call girls and customers that stretched from Los Angeles to Kuwait, Heidi Fleiss built and ran the most glamorous and obscenely successful sex business in history. Her spectacular rise and fall captivated the country in the early 90's, even as it terrified Hollywood's power elite. Featuring original text, wiretap transcripts, court documents, news clippings, diary excerpts, interviews with hookers, and fantastic original artwork, Heidi tells her story with a fierce regard for the truth. At turns political, passionate, poignant, funny, sexy, angry, outrageous, and wise, Pandering is arguably the bravest and most provocative visual memoir ever published пїЅ a book that will make headlines all over again.","Nonfiction, Biography",240,Hardcover,"January 31, 2003",,Pandering,,,,9780972016407,English																																																																																																																												
88,Love Your Handwriting,Heidi Swapp,3.6,89,9,"Whether you are designing a heartfelt greeting card or a beautiful scrapbook page, your own handwriting adds a touch of your personality to everything you create. In Love Your Handwriting, Heidi Swapp teaches you how to write in a clean and easy-to-read style that reflects your unique personality. This three-part set includes: A book. Love Your Handwriting is packed with Heidi's tips for improving you handwriting.	 A guided workbook. Now you are ready to practice. Heidi's proven techniques are presented as fun and easy assignments in a workbook where you can develop your handwriting style, one step at a time.	 A handwriting tool kit. This set includes everything you need to start putting Heidi's lessons into action: a fine-tipped pen, a mechanical pencil, a zero-center ruler and a good quality eraser.","Nonfiction, Crafts, Art, Reference",164,Spiral Bound,"August 28, 2005",,Love Your Handwriting,Creating Keepsakes,,,9781929180899,English																																																																																																																										
89,"Active Literacy Across the Curriculum: Strategies for Reading, Writing, Speaking, and Listening",Heidi Hayes Jacobs,3.97,33,1,"Highly acclaimed author Heidi Hayes Jacobs shows teachers вЂ“ at very grade level and in every subject area -- how to integrate the teaching of literacy skills into their daily curriculum. With an emphasis on school wide collaborative planning, she shows how curriculum mapping sustains literacy between grade levels and subjects.Table of ContentsForewordAcknowledgements1. Revising Roles: Every Teacher Becomes an Active Language Teacher2. Teaching English as a Foreign Language: Employing Three Distinctive Types of Vocabulary3. Creative Notetaking: Activating Extraction and Reaction from Texts4. Editing and Revising Independently: Using a Consistent Developmental Policy in Every K-12 Classroom5. Speaking and Listening in Groups: Working with the Discussion Types6. Tuning the Speaking/Listening Instrument: Giving Voice Lessons in Each Classroom7. Mapping Active Literacy: Revising and Integrating Curriculum Maps K-12Bibliography",Teaching,152,Paperback,"March 31, 2006",,"Active Literacy Across the Curriculum: Strategies for Reading, Writing, Speaking, and Listening",,,,9781596670235,English																																																																																																																												
90,Simply Beautiful Beaded Jewelry,Heidi Boyd,3.78,68,6,"If gorgeous beaded jewelry always catches your eye, you'll love making (and wearing!) your own necklaces, bracelets and earrings. Simply Beautiful Beaded Jewelry includes 50 projects plus variations in designer Heidi Boyd's simply elegant signature style. Inside you're bound to find plenty of designs to strike your fancy as well as a helpful section that shows you the basic supplies and techniques you'll need to get started. As an added bonus, many of the projects have variations in different colors and styles to help you customize your jewelry to your personal style. Just think how proud you'll feel the first time you can answer, ""I made it myself"" to a compliment on your fabulous new multistrand necklace or your sparkling, swingy crystal earrings. With Simply Beautiful Beaded Jewelry , it truly is easy to get startedвЂ“in no time at all you'll be showcasing your own original beaded creations and making them as gifts.","Crafts, Beading, Nonfiction",128,Paperback,"March 14, 2006",,Simply Beautiful Beaded Jewelry,,,,9781581807745,English																																																																																																																												
91,Always Enough: God's Miraculous Provision among the Poorest Children on Earth,Heidi Baker,4.46,1157,82,"Even the most desperate poverty, the most devastating illness, the most heart-wrenching grief is not beyond God's help. His love and power have no limits-and that's a message readers from all walks of life need to hear. The modern miracles that Rolland and Heidi Baker experience every day in their work with Mozambique's throwaway children, movingly chronicled in Always Enough, will inspire anyone looking for hope in the midst of suffering. The Bakers, formerly missionaries in Indonesia and Hong Kong, share how their work for the past eight years in Mozambique, one of the poorest nations on earth, has borne spiritual fruit beyond their wildest dreams. Every day presents multiple impossible needs. But in the face of everything Satan can do, as Rolland and Heidi lay down their lives and ""minister to the one,"" there is always enough. Readers will discover that the simple practice of choosing to step out and trust God every day unleashes his provision for every need.","Christian, Biography, Nonfiction, Faith, Christianity, Spirituality, Christian Non Fiction, Autobiography, Christian Living, Inspirational",192,Paperback,"September 01, 2003",,Always Enough: Gods Miraculous Provision among the Poorest Children on Earth,,,,9780800793616,English																																																																																																																												
92,Mapping the Big Picture: Integrating Curriculum & Assessment K-12,Heidi Hayes Jacobs,3.66,94,3,"In Mapping the Big Picture, Heidi Hayes Jacobs describes a seven-step process for creating and working with curriculum maps, from data collection to ongoing curriculum review. She discusses the importance of asking ""essential questions"" and of designing assessments that reflect what teachers know about the students in their care. She also offers a viable alternative to the ""curriculum committees"" that are part of almost every school district in the United States.","Education, Teaching, Nonfiction",108,Paperback,"January 28, 1997",,Mapping the Big Picture: Integrating Curriculum & Assessment K-12,,,,9780871202864,English																																																																																																																												
93,Heidi,Johanna Spyri,4.04,211840,7357,"Little orphan Heidi goes to live high in the Alps with her gruff grandfather and brings happiness to all who know her on the mountain. When Heidi goes to Frankfurt to work in a wealthy household, she dreams of returning to the mountains and meadows, her friend Peter, and her beloved grandfather.","Classics, Fiction, Childrens, Young Adult, Historical Fiction, Middle Grade, Historical, Audiobook, Juvenile, Childrens Classics",352,Paperback,"November 15, 2002",,Heidi,Heidi,Switzerland,"Heidi, Clara, Peter, Uncle Alm",9780753454947,English																																																																																																																												
94,Getting Results with Curriculum Mapping,Heidi Hayes Jacobs,3.32,65,7,"Curriculum mapping is said to remove the clutter that may interfere with learning and teaching. It sorts lessons and units into consistent plans that teachers, schools, and districts can access to ensure content is consistent and also progresses along with students. Jacobs and her contributors describe how to set up a mapping project, work on the project as a team, and use mapping in special settings such as in an independent or alternative school. They show how to create consistent benchmarks and use the resulting maps to integrate new technology, new data, decision-making structures, and staff development opportunities. The appendices include samples.Preparing educators to implement mapping procedures, * Using software to create unique mapping databases, * Integrating decision-making structures and staff development initiatives through mapping, * Helping school communities adjust to new curriculum review processes, and * Making mapping an integral part of literacy training.","Education, Teaching",192,Paperback,"November 15, 2004",,Getting Results With Curriculum Mapping,,,,9780871209993,English																																																																																																																												
95,Cinnamon and Roses,Heidi Betts,3.82,97,10,"A plain, hardworking seamstress, Rebecca had no business being attracted to wealthy Caleb Adams. Born fatherless in a brothel Rebecca knew what males were made of. And Caleb was clearly as faithless as they came, scandalizing their Kansas cowtown with his fancy city women. Though his carnal lips tempted Rebecca beyond reason, she couldn't afford to love a man like Caleb. For the price might be another fatherless babe....Why, Caleb mused, would he be drawn to a calico-clad dressmaker when sirens in silk were his for the asking? Still, innocent Rebecca unaccountably stirred him. Left him indifferent to costly perfumes. Made him crave her simpler scents of cinnamon and roses. Caleb vowed to trust no woman with his heart. But he had to have sweet Rebecca no matter what the cost....","Historical Romance, Historical, Romance, Western Romance",298,Paperback,"January 01, 2000",,Cinnamon and Roses,Rose Trilogy,"Leavenworth, Kansas","Caleb Adams, Rebecca",9780843946680,English																																																																																																																												
96,There Is Always Enough: The Amazing Story of Rolland and Heidi Baker's Miraculous Ministry Among the Poor,Rolland Baker,4.46,1157,82,"Today in one of Southern Africa's most disaster-torn nations, Rolland and Heidi Baker are at the center of a major move of God's Spirit. The last four years have seen them plant and take responsibility for around 6,000 churches as thousands of Mozambiquans have given their lives to Christ in an unprecedented revival. During this time, they have also witnessed numerous acts of God's power. Miracles of provision, healing, deliverance, and even raising the dead, have become every day occurrences. This adventure began when Rolland and Heidi Baker, founders of IRIS Ministries, and both natives of California, USA, answered God's call to minister to the poorest of the poor. Rolland describes this best in the introduction to the forthcoming book that tells the story, "" There's Always Enough"". In his introduction to the book, Rolland Baker says: ""Jesus developed our faith over the years in many countries and ministry situations for a reason. Today He has given us oversight over five thousand churches in one of the poorest areas of the world. We live in Mozambique, in the south-east corner of Africa, a land that has suffered horribly from decades of warfare and natural disaster. Finally the people are desperate for Jesus and no other. Revival is spreading. In large sections of central Mozambique and southern Malawi we have simple, mud-hut churches in virtually every village. They grow until there are as many as can hear the sound of a preacher's voice."" ""More are being added continuously, and now others in countries around us are calling for ministry and help, desperate to be a part of this fire. The gospel of Jesus Christ is enough for them all. He is good and faithful,the Master Lover. They just want Him. They have been poor and wretched, but now they possess all things in Him. We dare to approach them, we dare to preach to them, we dare to pick up the helpless, abandoned and dying, because He died for us and rose again on our behalf. We eat and drink from His body and blood, and as a result, there will always be enough...""","Christian, Biography, Nonfiction, Faith, Christianity, Spirituality, Christian Non Fiction, Autobiography, Christian Living, Inspirational",192,Paperback,"April 28, 2003",,Always Enough: Gods Miraculous Provision among the Poorest Children on Earth,,,,9781852402877,English																																																																																																																												
97,The Birthdays,Heidi Pitlor,2.84,462,74,"A beautifully told debut in the tradition of Sue Miller about a unique family on the brink of a new generation.On an island off the coast of Maine, the Miller family reunites to celebrate the father's seventy-fifth birthday. Each of the adult children is expecting a first child, and at the same time each is at a major crossroads in life. The eldest, Daniel, still reeling from a car accident that has left him a paraplegic, is also grappling with the fact that his wife had to be artificially inseminated. Jake, the middle child, discovers that his wife is carrying twins after many trying years of fertility treatments. HilaryвЂ”the free-spirited youngest daughterвЂ”arrives in Maine five months pregnant with no identifiable father in sight. As the family gathers, something shattering happens from which no one will emerge the same. The Birthdays deftly explores the myriad ways of seeking sustenance after disappointment or loss and announces the arrival of a poignant new voice in fiction.","Fiction, Book Club, Contemporary",288,Hardcover,"June 05, 2006",,The Birthdays,,,,9780393061277,English																																																																																																																												
98,What to Expect the First Year,Heidi Murkoff,3.94,20387,1167,"Some things about babies, happily, will never change. They still arrive warm, cuddly, soft, and smelling impossibly sweet. But how moms and dads care for their brand-new bundles of baby joy has changedвЂ”and now, so has the new-baby bible.Announcing the completely revised third edition of What to Expect the First Year . With over 10.5 million copies in print, First Year is the worldвЂ™s best-selling, best-loved guide to the instructions that babies donвЂ™t come with, but should. And now, itвЂ™s better than ever. Every parentвЂ™s must-have/go-to is completely updated.Keeping the trademark month-by-month format that allows parents to take the potentially overwhelming first year one step at a time, First Year is easier-to-read, faster-to-flip-through, and new-family-friendlier than everвЂ”packed with even more practical tips, realistic advice, and relatable, accessible information than before. Illustrations are new, too.Among the changes: Baby care fundamentalsвЂ”crib and sleep safety, feeding, vitamin supplementsвЂ”are revised to reflect the most recent guidelines. Breastfeeding gets more coverage, too, from getting started to keeping it going. Hot-button topics and trends are tackled: attachment parenting, sleep training, early potty learning (elimination communication), baby-led weaning, and green parenting (from cloth diapers to non-toxic furniture). An all-new chapter on buying for baby helps parents navigate through todayвЂ™s dizzying gamut of baby products, nursery items, and gear. Also new: tips on preparing homemade baby food, the latest recommendations on starting solids, research on the impact of screen time (TVs, tablets, apps, computers), and вЂњFor ParentsвЂќ boxes that focus on momвЂ™s and dadвЂ™s needs. Throughout, topics are organized more intuitively than ever, for the best user experience possible.","Parenting, Nonfiction, Reference, Self Help, Health, Family, Education, Childrens, Adult, Unfinished",806,Paperback,"October 08, 2008",,What to Expect the First Year,What to Expect,,,9780761129585,English																																																																																																																												
99,The Player's Handbook: The Ultimate Guide on Dating & Relationships,Heidi Fleiss,3.67,45,10,"Men have traditionally held tight to the treasured title of ""Player,"" but why shouldn't women be able to call the shots in an affair - whether one-night stand, indeterminate fling, or live-in relationship? In this full-color book featuring vibrant collage-style graphics, Hollywood Madam Heidi Fleiss shows how to gain and keep control. Well versed in the intricacies of the male psyche, Fleiss offers time-tested strategies and hard-won wisdom on how to survive the love-go-round and come out on top. The book covers everything the modern woman needs to know, from cultivating self-esteem (""Be yourself, relax, get naked together"") to post-sex etiquette (""Get up and be on your way with a smile"") to unusual gifts that will keep a man grateful - and drooling (""Put on a crazy sex show "") The Player's Handbook is a witty how-to guide to love and lust for the contemporary woman.",Self Help,123,Paperback,"May 10, 2004",,The Player's Handbook: The Ultimate Guide on Dating & Relationships,,,,9780972016414,English																																																																																																																												
100,Simply Beautiful Beading,Heidi Boyd,3.81,98,7,"Blend your creative spirit with the quick and easy projects found inside Simply Beautiful Beading.From casual to sophisticated, and everything in between, you'll find beading designs to fit your personal style. Inside, you'll discover 53 simple yet stylish beading projects for exquisite jewelry, accessories and home decor, including: вЂўmodern glass bead chokersвЂўsemiprecious stone setвЂўcharm braceletsвЂўwired-pearl barrettesвЂўwineglass charmsвЂўhanging votive candle holderвЂўand more than 35 variation projects for even more simply beautiful ideas!","Crafts, Nonfiction, Beading, Jewellery, Reference, Jewellery Making",128,Paperback,"August 19, 2004",,,,,,9781581805635,English																																																																																																																												
101,Chasing Jordan,Heidi W. Boehringer,3.29,41,6,"вЂњA story of love and loss, Chasing Jordan is a quiet novel with a thunderclap at its heart. With this first novel, Ms. Boehringer gives notice that she is a writer to watch. This is my kind of novel. Whatever Heidi Boehringer writes next, I will read.вЂќвЂ”Harry CrewsWhen Meg approaches home with her daughter in the back seat, she sees her husband spying on the neighbor, who is gardening in very short shorts. In this moment of distraction, she hits and kills her two-year-old son, Jordan.With humor that is both provocative and totally unpredictable, Chasing Jordan shows how the road to forgiveness is both twisted and dangerous.",,240,Paperback,"August 01, 2005",,Chasing Jordan,,,,9781852428938,English																																																																																																																												
102,Seven-Year Seduction,Heidi Betts,3.57,95,7,"Connor Riordan was the last Person she wanted to walk down the aisle with... Even if it was only at her brother's wedding. It was too painful a reminder of Beth Curtis's girlhood fantasies, featuring none other than Connor himself. That crush had culminated in one night of passion and seven years of bitterness	 and even now, Beth's anger warred against her attraction toward Connor. Still, there was too much history--too many secrets--that would prevent her from ever loving him again.But when a storm strands the two together, Beth is in for a surprise. Connor has a secret of his own. He plans on seducing Beth--a seduction seven years in the making...","Harlequin, Romance, Harlequin Desire, Contemporary Romance",192,Mass Market Paperback,"February 14, 2006",HOLT Medallion by Virginia Romance Writers,Seven-Year Seduction,,,,9780373767090,English																																																																																																																											
103,God Emperor of Dune,Frank Herbert,3.88,148590,8163,"Book Four in the Magnificent Dune ChroniclesвЂ”the Bestselling Science Fiction Adventure of All TimeMillennia have passed on Arrakis, and the once-desert planet is green with life. Leto Atreides, the son of the worldвЂ™s savior, the Emperor Paul MuadвЂ™Dib, is still alive but far from human. To preserve humanityвЂ™s future, he sacrificed his own by merging with a sandworm, granting him near immortality as God Emperor of Dune for the past thirty-five hundred years.LetoвЂ™s rule is not a benevolent one. His transformation has made not only his appearance but his morality inhuman. A rebellion, led by Siona, a member of the Atreides family, has risen to oppose the despotвЂ™s rule. But Siona is unaware that LetoвЂ™s vision of a Golden Path for humanity requires her to fulfill a destiny she never wantedвЂ”or could possibly conceive...","Science Fiction, Fiction, Fantasy, Audiobook, Classics, Science Fiction Fantasy, Space Opera, Novels, Philosophy, Space",423,Mass Market Paperback,"June 15, 1987",Locus Award,God Emperor of Dune,Dune,Arrakis,"Leto II Atreides, Duncan Idaho",,English																																																																																																																												
104,Dune,Frank Herbert,4.29,1638047,83448,"Here is the novel that will be forever considered a triumph of the imagination. Set on the desert planet Arrakis, Dune is the story of the boy Paul Atreides, who would become the mysterious man known as Muad'Dib. He would avenge the traitorous plot against his noble familyвЂ”and would bring to fruition humankind's most ancient and unattainable dream. A stunning blend of adventure and mysticism, environmentalism and politics, Dune won the first Nebula Award, shared the Hugo Award, and formed the basis of what is undoubtedly the grandest epic in science fiction.","Science Fiction, Fiction, Fantasy, Classics, Audiobook, Science Fiction Fantasy, Space Opera, Novels, Adventure, Book Club",528,Paperback,"August 02, 2005","Hugo Award, Nebula Award, Seiun Award жџй›Іиіћ",Dune,Dune,"Arrakis, Caladan, Giedi Prime, Harko, Arrakin, Sietch Tabr","Stilgar, Vladimir Harkonnen, Duncan Idaho, Leto Atreides, Paul Atreides, Alia Atreides, Lady Jessica, Shaddam IV, Gurney Halleck",,English																																																																																																																												
105,Chapterhouse: Dune,Frank Herbert,3.86,84299,3640,"Alternate Cover Edition of ISBN 0441102670.The desert planet Arrakis, called Dune, has been destroyed. Now, the Bene Gesserit, heirs to Dune's power, have colonized a green world--and are turning it into a desert, mile by scorched mile.Here is the last book Frank Herbert wrote before his death. A stunning climax to the epic Dune legend that will live on forever...","Science Fiction, Fiction, Fantasy, Classics, Science Fiction Fantasy, Audiobook, Space Opera, Ebooks, Adventure, Space",436,Mass Market Paperback,"July 01, 1987",Prometheus Award,Chapterhouse: Dune,Dune,Chapter House,"Duncan Idaho, Miles Teg, Darwi Odrade, Scytale",,English																																																																																																																												
106,Dune Messiah,Frank Herbert,3.89,408026,26130,"Book Two in the Magnificent Dune ChroniclesвЂ”the Bestselling Science Fiction Adventure of All TimeDune Messiah continues the story of Paul Atreides, better knownвЂ”and fearedвЂ”as the man christened MuadвЂ™Dib. As Emperor of the known universe, he possesses more power than a single man was ever meant to wield. Worshipped as a religious icon by the fanatical Fremen, Paul faces the enmity of the political houses he displaced when he assumed the throneвЂ”and a conspiracy conducted within his own sphere of influence.And even as House Atreides begins to crumble around him from the machinations of his enemies, the true threat to Paul comes to his lover, Chani, and the unborn heir to his familyвЂ™s dynasty...","Science Fiction, Fiction, Fantasy, Classics, Audiobook, Science Fiction Fantasy, Space Opera, Novels, Space, Speculative Fiction",331,Mass Market Paperback,"July 15, 1987",,Dune Messiah,Dune,Arrakis,"Stilgar, Duncan Idaho, Scytale, Paul Atreides, Alia Atreides",9780441172696,English																																																																																																																												
107,Dreamer of Dune: The Biography of Frank Herbert,Brian Herbert,3.97,1176,76,"Everyone knows Frank Herbert's Dune. One of the most popular science fiction novels ever written, Dune has become a worldwide phenomenon, winning awards and selling millions of copies. Brian Herbert, Frank's eldest son, tells the provocative story of his father's extraordinary life in this honest and loving chronicle. He has also brought to light all the events in Frank's life that found their way into speculative fiction's greatest epic. From his early years in Tacoma, Washington, and his education in the Navy and at the University of Washington, Seattle, through the difficult years of trying his hand as a TV cameraman, radio commentator, reporter, and editor of several West Coast newspapers, Frank Herbert worked long and hard before finding success. Brian Herbert writes about his father's life with a truthful intensity that brings every facet of the man's brilliant, and sometimes troubled, genius to full light. Insightful and provocative, containing family photos never published anywhere, this absorbing biography offers Brian Herbert's unique personal perspective on one of the most enigmatic and creative talents of our time.","Biography, Nonfiction, History, Science Fiction Fantasy, Philosophy, Memoir, Audiobook, Biography Memoir, Writing, Autobiography",592,Paperback,"July 01, 2004",,Dreamer of Dune,Dune Universe,,,9780765306470,English																																																																																																																												
108,The Secrets of Frank Herbert's Dune,James Van Hise,3.56,57,2,"Based on Frank Herbert's ""Dune"", the epic new SCI FI Channel mini-series embodies science fiction adventure at its grandest! This lavish new production, starring William Hurt, Alec Newman and Giancarlo Giannini, and featuring the direction of John Harrison and the cinematography of Vittorio Storaro, sets a new standard. Faithful in all aspects to Herbert's vision, it presents ""Dune"" for the first time in its full complexity...the most magnificent adaptation ever on the screen.On an exclusive footage-packed DVD designed especially for this book, ""The Secrets of Frank Herbert's Dune"" shows you why The SCI FI Channel gave the mini-series the biggest production budget in its history!""The Secrets The Secrets of Frank Herbert's Dune"" is a dazzling book-and-DVD treasury of behind-the-scenes production stills, interviews, video clips and drawings -- many exclusive to this edition.",Nonfiction,160,Paperback,"October 31, 2000",,The Secrets of Frank Herbert's Dune,,,,9780743407304,English																																																																																																																												
